lat,lon,validdate,direct_rad:W,solar_power:MW
35.371452,-101.387665,2022-09-24 00:00:00+00:00,46.3,0.04
35.371452,-101.387665,2022-09-24 01:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-24 02:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-24 03:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-24 04:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-24 05:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-24 06:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-24 07:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-24 08:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-24 09:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-24 10:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-24 11:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-24 12:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-24 13:00:00+00:00,12.2,0.01
35.371452,-101.387665,2022-09-24 14:00:00+00:00,93.2,0.116
35.371452,-101.387665,2022-09-24 15:00:00+00:00,226.6,0.294
35.371452,-101.387665,2022-09-24 16:00:00+00:00,449.7,0.534
35.371452,-101.387665,2022-09-24 17:00:00+00:00,622.1,0.707
35.371452,-101.387665,2022-09-24 18:00:00+00:00,675.9,0.778
35.371452,-101.387665,2022-09-24 19:00:00+00:00,676.0,0.781
35.371452,-101.387665,2022-09-24 20:00:00+00:00,635.6,0.717
35.371452,-101.387665,2022-09-24 21:00:00+00:00,534.9,0.587
35.371452,-101.387665,2022-09-24 22:00:00+00:00,385.9,0.405
35.371452,-101.387665,2022-09-24 23:00:00+00:00,206.0,0.204
35.371452,-101.387665,2022-09-25 00:00:00+00:00,46.0,0.041
35.371452,-101.387665,2022-09-25 01:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-25 02:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-25 03:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-25 04:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-25 05:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-25 06:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-25 07:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-25 08:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-25 09:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-25 10:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-25 11:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-25 12:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-25 13:00:00+00:00,17.9,0.013
35.371452,-101.387665,2022-09-25 14:00:00+00:00,171.2,0.171
35.371452,-101.387665,2022-09-25 15:00:00+00:00,361.3,0.38
35.371452,-101.387665,2022-09-25 16:00:00+00:00,531.4,0.58
35.371452,-101.387665,2022-09-25 17:00:00+00:00,659.2,0.728
35.371452,-101.387665,2022-09-25 18:00:00+00:00,732.0,0.807
35.371452,-101.387665,2022-09-25 19:00:00+00:00,740.8,0.812
35.371452,-101.387665,2022-09-25 20:00:00+00:00,684.3,0.747
35.371452,-101.387665,2022-09-25 21:00:00+00:00,569.3,0.613
35.371452,-101.387665,2022-09-25 22:00:00+00:00,407.4,0.423
35.371452,-101.387665,2022-09-25 23:00:00+00:00,218.2,0.215
35.371452,-101.387665,2022-09-26 00:00:00+00:00,46.6,0.042
35.371452,-101.387665,2022-09-26 01:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-26 02:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-26 03:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-26 04:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-26 05:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-26 06:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-26 07:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-26 08:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-26 09:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-26 10:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-26 11:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-26 12:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-26 13:00:00+00:00,16.8,0.013
35.371452,-101.387665,2022-09-26 14:00:00+00:00,167.5,0.171
35.371452,-101.387665,2022-09-26 15:00:00+00:00,355.5,0.379
35.371452,-101.387665,2022-09-26 16:00:00+00:00,524.1,0.577
35.371452,-101.387665,2022-09-26 17:00:00+00:00,649.4,0.724
35.371452,-101.387665,2022-09-26 18:00:00+00:00,717.9,0.8
35.371452,-101.387665,2022-09-26 19:00:00+00:00,724.6,0.804
35.371452,-101.387665,2022-09-26 20:00:00+00:00,669.5,0.738
35.371452,-101.387665,2022-09-26 21:00:00+00:00,556.4,0.603
35.371452,-101.387665,2022-09-26 22:00:00+00:00,396.6,0.414
35.371452,-101.387665,2022-09-26 23:00:00+00:00,210.0,0.208
35.371452,-101.387665,2022-09-27 00:00:00+00:00,42.4,0.038
35.371452,-101.387665,2022-09-27 01:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-27 02:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-27 03:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-27 04:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-27 05:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-27 06:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-27 07:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-27 08:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-27 09:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-27 10:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-27 11:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-27 12:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-27 13:00:00+00:00,15.9,0.012
35.371452,-101.387665,2022-09-27 14:00:00+00:00,164.3,0.167
35.371452,-101.387665,2022-09-27 15:00:00+00:00,351.4,0.371
35.371452,-101.387665,2022-09-27 16:00:00+00:00,520.0,0.565
35.371452,-101.387665,2022-09-27 17:00:00+00:00,646.4,0.709
35.371452,-101.387665,2022-09-27 18:00:00+00:00,716.9,0.785
35.371452,-101.387665,2022-09-27 19:00:00+00:00,719.7,0.787
35.371452,-101.387665,2022-09-27 20:00:00+00:00,654.7,0.717
35.371452,-101.387665,2022-09-27 21:00:00+00:00,544.6,0.586
35.371452,-101.387665,2022-09-27 22:00:00+00:00,392.4,0.405
35.371452,-101.387665,2022-09-27 23:00:00+00:00,206.6,0.203
35.371452,-101.387665,2022-09-28 00:00:00+00:00,40.0,0.036
35.371452,-101.387665,2022-09-28 01:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-28 02:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-28 03:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-28 04:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-28 05:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-28 06:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-28 07:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-28 08:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-28 09:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-28 10:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-28 11:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-28 12:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-28 13:00:00+00:00,15.2,0.011
35.371452,-101.387665,2022-09-28 14:00:00+00:00,163.2,0.167
35.371452,-101.387665,2022-09-28 15:00:00+00:00,350.9,0.371
35.371452,-101.387665,2022-09-28 16:00:00+00:00,519.2,0.566
35.371452,-101.387665,2022-09-28 17:00:00+00:00,644.1,0.71
35.371452,-101.387665,2022-09-28 18:00:00+00:00,714.0,0.785
35.371452,-101.387665,2022-09-28 19:00:00+00:00,720.8,0.79
35.371452,-101.387665,2022-09-28 20:00:00+00:00,657.6,0.72
35.371452,-101.387665,2022-09-28 21:00:00+00:00,533.8,0.581
35.371452,-101.387665,2022-09-28 22:00:00+00:00,378.3,0.397
35.371452,-101.387665,2022-09-28 23:00:00+00:00,197.6,0.197
35.371452,-101.387665,2022-09-29 00:00:00+00:00,35.4,0.033
35.371452,-101.387665,2022-09-29 01:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-29 02:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-29 03:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-29 04:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-29 05:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-29 06:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-29 07:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-29 08:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-29 09:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-29 10:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-29 11:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-29 12:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-29 13:00:00+00:00,11.9,0.01
35.371452,-101.387665,2022-09-29 14:00:00+00:00,152.9,0.161
35.371452,-101.387665,2022-09-29 15:00:00+00:00,345.8,0.368
35.371452,-101.387665,2022-09-29 16:00:00+00:00,514.5,0.562
35.371452,-101.387665,2022-09-29 17:00:00+00:00,639.5,0.704
35.371452,-101.387665,2022-09-29 18:00:00+00:00,696.5,0.77
35.371452,-101.387665,2022-09-29 19:00:00+00:00,630.0,0.727
35.371452,-101.387665,2022-09-29 20:00:00+00:00,562.2,0.658
35.371452,-101.387665,2022-09-29 21:00:00+00:00,517.4,0.571
35.371452,-101.387665,2022-09-29 22:00:00+00:00,384.1,0.4
35.371452,-101.387665,2022-09-29 23:00:00+00:00,186.6,0.189
35.371452,-101.387665,2022-09-30 00:00:00+00:00,26.7,0.027
35.371452,-101.387665,2022-09-30 01:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-30 02:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-30 03:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-30 04:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-30 05:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-30 06:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-30 07:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-30 08:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-30 09:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-30 10:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-30 11:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-30 12:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-09-30 13:00:00+00:00,14.6,0.011
35.371452,-101.387665,2022-09-30 14:00:00+00:00,162.5,0.168
35.371452,-101.387665,2022-09-30 15:00:00+00:00,340.4,0.369
35.371452,-101.387665,2022-09-30 16:00:00+00:00,495.4,0.558
35.371452,-101.387665,2022-09-30 17:00:00+00:00,635.2,0.706
35.371452,-101.387665,2022-09-30 18:00:00+00:00,693.6,0.778
35.371452,-101.387665,2022-09-30 19:00:00+00:00,647.2,0.76
35.371452,-101.387665,2022-09-30 20:00:00+00:00,566.6,0.681
35.371452,-101.387665,2022-09-30 21:00:00+00:00,476.6,0.552
35.371452,-101.387665,2022-09-30 22:00:00+00:00,333.8,0.373
35.371452,-101.387665,2022-09-30 23:00:00+00:00,160.8,0.178
35.371452,-101.387665,2022-10-01 00:00:00+00:00,23.6,0.026
35.371452,-101.387665,2022-10-01 01:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-01 02:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-01 03:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-01 04:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-01 05:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-01 06:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-01 07:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-01 08:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-01 09:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-01 10:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-01 11:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-01 12:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-01 13:00:00+00:00,12.1,0.011
35.371452,-101.387665,2022-10-01 14:00:00+00:00,152.0,0.163
35.371452,-101.387665,2022-10-01 15:00:00+00:00,333.7,0.366
35.371452,-101.387665,2022-10-01 16:00:00+00:00,506.9,0.562
35.371452,-101.387665,2022-10-01 17:00:00+00:00,633.6,0.705
35.371452,-101.387665,2022-10-01 18:00:00+00:00,663.1,0.757
35.371452,-101.387665,2022-10-01 19:00:00+00:00,623.0,0.73
35.371452,-101.387665,2022-10-01 20:00:00+00:00,545.4,0.645
35.371452,-101.387665,2022-10-01 21:00:00+00:00,437.9,0.515
35.371452,-101.387665,2022-10-01 22:00:00+00:00,314.6,0.356
35.371452,-101.387665,2022-10-01 23:00:00+00:00,158.2,0.171
35.371452,-101.387665,2022-10-02 00:00:00+00:00,24.1,0.024
35.371452,-101.387665,2022-10-02 01:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-02 02:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-02 03:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-02 04:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-02 05:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-02 06:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-02 07:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-02 08:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-02 09:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-02 10:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-02 11:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-02 12:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-02 13:00:00+00:00,12.9,0.01
35.371452,-101.387665,2022-10-02 14:00:00+00:00,154.0,0.165
35.371452,-101.387665,2022-10-02 15:00:00+00:00,339.7,0.371
35.371452,-101.387665,2022-10-02 16:00:00+00:00,507.3,0.566
35.371452,-101.387665,2022-10-02 17:00:00+00:00,632.2,0.712
35.371452,-101.387665,2022-10-02 18:00:00+00:00,700.9,0.788
35.371452,-101.387665,2022-10-02 19:00:00+00:00,706.9,0.791
35.371452,-101.387665,2022-10-02 20:00:00+00:00,650.2,0.723
35.371452,-101.387665,2022-10-02 21:00:00+00:00,535.9,0.587
35.371452,-101.387665,2022-10-02 22:00:00+00:00,374.8,0.398
35.371452,-101.387665,2022-10-02 23:00:00+00:00,187.4,0.193
35.371452,-101.387665,2022-10-03 00:00:00+00:00,26.5,0.026
35.371452,-101.387665,2022-10-03 01:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-03 02:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-03 03:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-03 04:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-03 05:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-03 06:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-03 07:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-03 08:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-03 09:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-03 10:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-03 11:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-03 12:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-03 13:00:00+00:00,12.2,0.009
35.371452,-101.387665,2022-10-03 14:00:00+00:00,154.9,0.166
35.371452,-101.387665,2022-10-03 15:00:00+00:00,341.8,0.373
35.371452,-101.387665,2022-10-03 16:00:00+00:00,508.9,0.569
35.371452,-101.387665,2022-10-03 17:00:00+00:00,633.2,0.714
35.371452,-101.387665,2022-10-03 18:00:00+00:00,701.7,0.789
35.371452,-101.387665,2022-10-03 19:00:00+00:00,707.5,0.791
35.371452,-101.387665,2022-10-03 20:00:00+00:00,650.2,0.723
35.371452,-101.387665,2022-10-03 21:00:00+00:00,535.2,0.586
35.371452,-101.387665,2022-10-03 22:00:00+00:00,372.2,0.396
35.371452,-101.387665,2022-10-03 23:00:00+00:00,181.4,0.189
35.371452,-101.387665,2022-10-04 00:00:00+00:00,22.6,0.023
35.371452,-101.387665,2022-10-04 01:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-04 02:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-04 03:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-04 04:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-04 05:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-04 06:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-04 07:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-04 08:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-04 09:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-04 10:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-04 11:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-04 12:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-04 13:00:00+00:00,10.0,0.008
35.371452,-101.387665,2022-10-04 14:00:00+00:00,143.2,0.158
35.371452,-101.387665,2022-10-04 15:00:00+00:00,321.9,0.36
35.371452,-101.387665,2022-10-04 16:00:00+00:00,487.7,0.553
35.371452,-101.387665,2022-10-04 17:00:00+00:00,599.1,0.688
35.371452,-101.387665,2022-10-04 18:00:00+00:00,573.1,0.707
35.371452,-101.387665,2022-10-04 19:00:00+00:00,485.9,0.648
35.371452,-101.387665,2022-10-04 20:00:00+00:00,369.8,0.551
35.371452,-101.387665,2022-10-04 21:00:00+00:00,307.3,0.451
35.371452,-101.387665,2022-10-04 22:00:00+00:00,256.2,0.314
35.371452,-101.387665,2022-10-04 23:00:00+00:00,117.8,0.136
35.371452,-101.387665,2022-10-05 00:00:00+00:00,13.8,0.015
35.371452,-101.387665,2022-10-05 01:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-05 02:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-05 03:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-05 04:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-05 05:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-05 06:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-05 07:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-05 08:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-05 09:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-05 10:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-05 11:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-05 12:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-05 13:00:00+00:00,2.9,0.005
35.371452,-101.387665,2022-10-05 14:00:00+00:00,89.5,0.126
35.371452,-101.387665,2022-10-05 15:00:00+00:00,245.7,0.314
35.371452,-101.387665,2022-10-05 16:00:00+00:00,328.8,0.469
35.371452,-101.387665,2022-10-05 17:00:00+00:00,299.0,0.532
35.371452,-101.387665,2022-10-05 18:00:00+00:00,153.3,0.428
35.371452,-101.387665,2022-10-05 19:00:00+00:00,54.0,0.332
35.371452,-101.387665,2022-10-05 20:00:00+00:00,28.5,0.233
35.371452,-101.387665,2022-10-05 21:00:00+00:00,4.5,0.112
35.371452,-101.387665,2022-10-05 22:00:00+00:00,32.4,0.127
35.371452,-101.387665,2022-10-05 23:00:00+00:00,25.0,0.074
35.371452,-101.387665,2022-10-06 00:00:00+00:00,1.8,0.006
35.371452,-101.387665,2022-10-06 01:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-06 02:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-06 03:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-06 04:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-06 05:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-06 06:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-06 07:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-06 08:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-06 09:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-06 10:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-06 11:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-06 12:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-06 13:00:00+00:00,0.0,0.001
35.371452,-101.387665,2022-10-06 14:00:00+00:00,3.0,0.025
35.371452,-101.387665,2022-10-06 15:00:00+00:00,27.0,0.098
35.371452,-101.387665,2022-10-06 16:00:00+00:00,107.7,0.272
35.371452,-101.387665,2022-10-06 17:00:00+00:00,250.3,0.503
35.371452,-101.387665,2022-10-06 18:00:00+00:00,266.3,0.544
35.371452,-101.387665,2022-10-06 19:00:00+00:00,239.2,0.512
35.371452,-101.387665,2022-10-06 20:00:00+00:00,264.0,0.485
35.371452,-101.387665,2022-10-06 21:00:00+00:00,222.2,0.38
35.371452,-101.387665,2022-10-06 22:00:00+00:00,131.5,0.215
35.371452,-101.387665,2022-10-06 23:00:00+00:00,67.6,0.102
35.371452,-101.387665,2022-10-07 00:00:00+00:00,8.6,0.01
35.371452,-101.387665,2022-10-07 01:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-07 02:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-07 03:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-07 04:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-07 05:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-07 06:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-07 07:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-07 08:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-07 09:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-07 10:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-07 11:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-07 12:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-07 13:00:00+00:00,3.0,0.004
35.371452,-101.387665,2022-10-07 14:00:00+00:00,53.5,0.09
35.371452,-101.387665,2022-10-07 15:00:00+00:00,95.7,0.184
35.371452,-101.387665,2022-10-07 16:00:00+00:00,142.4,0.321
35.371452,-101.387665,2022-10-07 17:00:00+00:00,169.9,0.423
35.371452,-101.387665,2022-10-07 18:00:00+00:00,262.6,0.545
35.371452,-101.387665,2022-10-07 19:00:00+00:00,262.7,0.533
35.371452,-101.387665,2022-10-07 20:00:00+00:00,111.6,0.352
35.371452,-101.387665,2022-10-07 21:00:00+00:00,77.6,0.275
35.371452,-101.387665,2022-10-07 22:00:00+00:00,72.4,0.19
35.371452,-101.387665,2022-10-07 23:00:00+00:00,32.7,0.07
35.371452,-101.387665,2022-10-08 00:00:00+00:00,4.7,0.007
35.371452,-101.387665,2022-10-08 01:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-08 02:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-08 03:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-08 04:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-08 05:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-08 06:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-08 07:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-08 08:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-08 09:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-08 10:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-08 11:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-08 12:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-08 13:00:00+00:00,0.5,0.002
35.371452,-101.387665,2022-10-08 14:00:00+00:00,30.5,0.066
35.371452,-101.387665,2022-10-08 15:00:00+00:00,62.6,0.162
35.371452,-101.387665,2022-10-08 16:00:00+00:00,24.3,0.172
35.371452,-101.387665,2022-10-08 17:00:00+00:00,16.2,0.201
35.371452,-101.387665,2022-10-08 18:00:00+00:00,9.3,0.219
35.371452,-101.387665,2022-10-08 19:00:00+00:00,13.6,0.196
35.371452,-101.387665,2022-10-08 20:00:00+00:00,42.6,0.252
35.371452,-101.387665,2022-10-08 21:00:00+00:00,83.9,0.282
35.371452,-101.387665,2022-10-08 22:00:00+00:00,72.4,0.197
35.371452,-101.387665,2022-10-08 23:00:00+00:00,28.2,0.081
35.371452,-101.387665,2022-10-09 00:00:00+00:00,1.6,0.005
35.371452,-101.387665,2022-10-09 01:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-09 02:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-09 03:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-09 04:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-09 05:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-09 06:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-09 07:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-09 08:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-09 09:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-09 10:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-09 11:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-09 12:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-09 13:00:00+00:00,4.1,0.003
35.371452,-101.387665,2022-10-09 14:00:00+00:00,102.9,0.132
35.371452,-101.387665,2022-10-09 15:00:00+00:00,237.2,0.306
35.371452,-101.387665,2022-10-09 16:00:00+00:00,392.9,0.503
35.371452,-101.387665,2022-10-09 17:00:00+00:00,502.3,0.653
35.371452,-101.387665,2022-10-09 18:00:00+00:00,467.7,0.664
35.371452,-101.387665,2022-10-09 19:00:00+00:00,398.5,0.611
35.371452,-101.387665,2022-10-09 20:00:00+00:00,309.9,0.531
35.371452,-101.387665,2022-10-09 21:00:00+00:00,202.0,0.388
35.371452,-101.387665,2022-10-09 22:00:00+00:00,138.0,0.247
35.371452,-101.387665,2022-10-09 23:00:00+00:00,59.9,0.108
35.371452,-101.387665,2022-10-10 00:00:00+00:00,3.6,0.007
35.371452,-101.387665,2022-10-10 01:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-10 02:00:00+00:00,0.0,0.0
35.371452,-101.387665,2022-10-10 03:00:00+00:00,0.0,0.0
